3X1600Y1030,1600,1030,3,Tower
3X1735Y1030,1735,1030,3,Tower
3X1735Y985,1735,0985,3,Tower
3X1750Y985,1750,0985,3,Tower
3X2255Y1290,2255,1290,3,45 Francis
3X2323Y1290,2323,1290,3,45 Francis
3X2448Y1290,2448,1290,3,45 Francis
3X2570Y1290,2570,1290,3,45 Francis
3X2730Y1290,2730,1290,3,45 Francis
3X2772Y1290,2772,1290,3,45 Francis
3X2772Y1227,2772,1227,3,45 Francis
3X2772Y1147,2772,1147,3,45 Francis
3X2649Y1075,2649,1075,3,45 Francis
3X2772Y1075,2772,1075,3,45 Francis
3X2922Y1075,2922,1075,3,45 Francis
3X2220Y1034,2220,1034,3,45 Francis
3X2323Y1034,2323,1034,3,45 Francis
3X2323Y993,2323,0993,3,45 Francis
3X2220Y944,2220,0944,3,45 Francis
3X2252Y851,2252,0851,3,45 Francis
3X2323Y851,2323,0851,3,45 Francis
3X2362Y851,2362,0851,3,45 Francis
3X2492Y851,2492,0851,3,45 Francis
3X2597Y851,2597,0851,3,45 Francis
3X2362Y764,2362,0764,3,45 Francis
3X2255Y1255,2255,1255,3,45 Francis
3X2570Y1257,2570,1257,3,45 Francis
3X2745Y1147,2745,1147,3,45 Francis
3X2300Y1018,2300,1018,3,45 Francis
3X2277Y995,2277,0995,3,45 Francis
3X2323Y1328,2323,1328,3,45 Francis
3X2448Y1328,2448,1328,3,45 Francis
3X2730Y1315,2730,1315,3,45 Francis
3X2738Y1227,2738,1227,3,45 Francis
3X2868Y1075,2868,1075,3,45 Francis
3X2333Y764,2333,0764,3,45 Francis
3X2400Y764,2400,0764,3,45 Francis
3X2492Y887,2492,0887,3,45 Francis
3X2631Y851,2631,0851,3,45 Francis
1X3265Y830,3265,0830,1,45 Francis
2X3235Y880,3235,0880,2,45 Francis
1X3050Y980,3050,0980,1,45 Francis
2X3075Y960,3075,0960,2,45 Francis
1X2935Y900,2935,0900,1,45 Francis
2X2945Y870,2945,0870,2,45 Francis
L1X2715Y1070,2715,1070,L1,45 Francis
1X2735Y1070,2735,1070,1,45 Francis
2X2725Y1065,2725,1065,2,45 Francis
3X2715Y1075,2715,1075,3,45 Francis
L2X2360Y804,2360,0804,L2,45 Francis
L1X2360Y799,2360,0799,L1,45 Francis
1X2385Y810,2385,0810,1,45 Francis
2X2385Y800,2385,0800,2,45 Francis
3X2365Y800,2365,0800,3,45 Francis
L2X2215Y974,2215,0974,L2,45 Francis
L1X2220Y974,2220,0974,L1,45 Francis
1X2240Y985,2240,0985,1,45 Francis
2X2240Y965,2240,0965,2,45 Francis
3X2220Y985,2220,0985,3,45 Francis
L2X1785Y924,1785,0924,L2,Tower
L1X1785Y924,1785,0924,L1,Tower
1X1810Y930,1810,0930,1,Tower
2X1805Y925,1805,0925,2,Tower
3X1790Y925,1790,0925,3,Tower
L2X1820Y1280,1820,1280,L2,Tower
L1X1820Y1284,1820,1284,L1,Tower
1X1810Y1280,1810,1280,1,Tower
2X1825Y1280,1825,1280,2,Tower
3X1815Y1290,1815,1290,3,Tower
L2X1745Y1524,1745,1524,L2,Tower
L2X1745Y1539,1745,1539,L2,Shapiro
1X2160Y910,2160,0910,1,45 Francis
1X2175Y910,2175,0910,1,45 Francis
3X2060Y1290,2060,1290,3,45 Francis
3X2080Y1290,2080,1290,3,45 Francis
2X3345Y865,3345,0865,2,45 Francis
2X3360Y860,3360,0860,2,15 Francis
2X2085Y900,2085,0900,2,45 Francis
2X2105Y900,2105,0900,2,45 Francis
2X2085Y1280,2085,1280,2,45 Francis
2X2105Y1280,2105,1280,2,45 Francis
2X1740Y1500,1740,1500,2,Tower
2X1720Y1745,1720,1745,2,Shapiro
2X1690Y2240,1690,2240,2,Shapiro
2X1690Y2455,1690,2455,2,BTM
